Time Since Start (5s)	InfluxDB					Grafana					Python				
	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM
198	818648	56264	11560	1	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
199	818648	56264	11560	3	6	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
200	818648	56528	11560	1	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
201	818648	57320	11560	9.9	6.1	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
202	818648	57320	11560	1	6.1	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
203	818648	57320	11560	3	6.1	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
204	818648	57320	11560	1	6.1	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
205	818648	57320	11560	3	6.1	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
206	818648	57320	11560	1	6.1	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
207	818648	57320	11560	3	6.1	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
208	818648	57320	11560	1.6	6.1	917152	25436	14948	0.2	2.7	16812	13352	6488	1.2	1.4
209	818648	57848	11560	2.8	6.1	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
210	818648	58640	11560	1.2	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
211	818648	58640	11560	12.1	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
212	818648	58640	11560	1	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
213	818648	58640	11560	2.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
214	818648	58640	11560	0.8	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.2	1.4
215	818648	58640	11560	2.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
216	818648	58640	11560	1	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
217	818648	58640	11560	3	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
218	818648	58640	11560	1	6.2	917152	25436	14948	1.8	2.7	16812	13352	6488	1.4	1.4
219	818648	58640	11560	2.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
220	818648	58640	11560	1	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
221	818648	58904	11560	9.9	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1	1.4
222	818648	58904	11560	2.4	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
223	818648	58904	11560	1.6	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
224	818648	58904	11560	3	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
225	818648	58904	11560	0.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
226	818648	58904	11560	3	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.2	1.4
227	818648	58904	11560	0.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
228	818648	58904	11560	3.2	6.2	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
229	818648	58904	11560	0.8	6.2	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
